날짜,요일,품목,구분,단위,발주,기초재고,수요,실판매,결품,폐기,기말재고,폐기_kg,탄소_kgCO2e,폐기_비용_원
2022-03-21,월,그린티 파우더,원재료,g,0,1620,280,280,0,0,1340,0.0,0.0,0.0
2022-03-21,월,모카/초콜릿 소스,원재료,mL,0,2630,510,510,0,0,2120,0.0,0.0,0.0
2022-03-21,월,에스프레소 원두,원재료,g,0,9676,1800,1800,0,0,7876,0.0,0.0,0.0
2022-03-21,월,우유,원재료,mL,0,27120,13740,13740,0,0,13380,0.0,0.0,0.0
2022-03-21,월,휘핑크림,원재료,g,0,350,170,170,0,0,180,0.0,0.0,0.0
2022-03-22,화,치킨 토마토 치즈 샌드위치,완제품,개,33,0,13,13,0,20,0,4.5,27.45,60000.0
2022-03-22,화,단호박 에그 샌드위치,완제품,개,25,0,9,9,0,16,0,3.04,9.424,44800.0
2022-03-22,화,크루아상,완제품,개,45,0,17,17,0,28,0,1.68,8.1984,42000.0
2022-03-22,화,뉴욕 치즈 케이크,완제품,개,18,7,6,6,0,1,18,0.1,1.28,3500.0
2022-03-22,화,그린티 파우더,원재료,g,0,1340,200,200,0,0,1140,0.0,0.0,0.0
2022-03-22,화,모카/초콜릿 소스,원재료,mL,0,2120,390,390,0,0,1730,0.0,0.0,0.0
2022-03-22,화,에스프레소 원두,원재료,g,0,7876,1368,1368,0,0,6508,0.0,0.0,0.0
2022-03-22,화,우유,원재료,mL,30900,13380,10140,10140,0,0,34140,0.0,0.0,0.0
2022-03-22,화,휘핑크림,원재료,g,400,180,130,130,0,50,400,0.05,0.306,350.0
2022-03-23,수,치킨 토마토 치즈 샌드위치,완제품,개,33,0,16,16,0,17,0,3.825,23.3325,51000.0
2022-03-23,수,단호박 에그 샌드위치,완제품,개,25,0,11,11,0,14,0,2.66,8.246,39200.0
2022-03-23,수,크루아상,완제품,개,45,0,20,20,0,25,0,1.5,7.32,37500.0
2022-03-23,수,뉴욕 치즈 케이크,완제품,개,0,18,7,7,0,0,11,0.0,0.0,0.0
2022-03-23,수,그린티 파우더,원재료,g,0,1140,240,240,0,0,900,0.0,0.0,0.0
2022-03-23,수,모카/초콜릿 소스,원재료,mL,0,1730,510,510,0,0,1220,0.0,0.0,0.0
2022-03-23,수,에스프레소 원두,원재료,g,0,6508,1746,1746,0,0,4762,0.0,0.0,0.0
2022-03-23,수,우유,원재료,mL,0,34140,12900,12900,0,0,21240,0.0,0.0,0.0
2022-03-23,수,휘핑크림,원재료,g,0,400,170,170,0,0,230,0.0,0.0,0.0
2022-03-24,목,치킨 토마토 치즈 샌드위치,완제품,개,33,0,15,15,0,18,0,4.05,24.705,54000.0
2022-03-24,목,단호박 에그 샌드위치,완제품,개,25,0,12,12,0,13,0,2.47,7.657,36400.0
2022-03-24,목,크루아상,완제품,개,45,0,23,23,0,22,0,1.32,6.4416,33000.0
2022-03-24,목,뉴욕 치즈 케이크,완제품,개,14,11,8,8,0,3,14,0.3,3.84,10500.0
2022-03-24,목,그린티 파우더,원재료,g,3700,900,280,280,0,0,4320,0.0,0.0,0.0
2022-03-24,목,모카/초콜릿 소스,원재료,mL,3800,1220,480,480,0,0,4540,0.0,0.0,0.0
2022-03-24,목,에스프레소 원두,원재료,g,7300,4762,1800,1800,0,0,10262,0.0,0.0,0.0
2022-03-24,목,우유,원재료,mL,23000,21240,13360,13360,0,0,30880,0.0,0.0,0.0
2022-03-24,목,휘핑크림,원재료,g,300,230,160,160,0,70,300,0.07,0.4284,490.0
2022-03-25,금,치킨 토마토 치즈 샌드위치,완제품,개,33,0,15,15,0,18,0,4.05,24.705,54000.0
2022-03-25,금,단호박 에그 샌드위치,완제품,개,25,0,12,12,0,13,0,2.47,7.657,36400.0
2022-03-25,금,크루아상,완제품,개,45,0,24,24,0,21,0,1.26,6.1488,31500.0
2022-03-25,금,뉴욕 치즈 케이크,완제품,개,0,14,8,8,0,0,6,0.0,0.0,0.0
2022-03-25,금,그린티 파우더,원재료,g,0,4320,260,260,0,0,4060,0.0,0.0,0.0
2022-03-25,금,모카/초콜릿 소스,원재료,mL,0,4540,510,510,0,0,4030,0.0,0.0,0.0
2022-03-25,금,에스프레소 원두,원재료,g,0,10262,1854,1854,0,0,8408,0.0,0.0,0.0
2022-03-25,금,우유,원재료,mL,0,30880,13320,13320,0,0,17560,0.0,0.0,0.0
2022-03-25,금,휘핑크림,원재료,g,0,300,170,170,0,0,130,0.0,0.0,0.0
2022-03-26,토,치킨 토마토 치즈 샌드위치,완제품,개,33,0,21,21,0,12,0,2.7,16.47,36000.0
2022-03-26,토,단호박 에그 샌드위치,완제품,개,25,0,15,15,0,10,0,1.9,5.89,28000.0
2022-03-26,토,크루아상,완제품,개,45,0,31,31,0,14,0,0.84,4.0992,21000.0
2022-03-26,토,뉴욕 치즈 케이크,완제품,개,19,6,10,10,0,0,15,0.0,0.0,0.0
2022-03-26,토,그린티 파우더,원재료,g,0,4060,360,360,0,0,3700,0.0,0.0,0.0
2022-03-26,토,모카/초콜릿 소스,원재료,mL,0,4030,720,720,0,0,3310,0.0,0.0,0.0
2022-03-26,토,에스프레소 원두,원재료,g,0,8408,2502,2502,0,0,5906,0.0,0.0,0.0
2022-03-26,토,우유,원재료,mL,26700,17560,18480,18480,0,0,25780,0.0,0.0,0.0
2022-03-26,토,휘핑크림,원재료,g,400,130,240,240,0,0,290,0.0,0.0,0.0
2022-03-27,일,치킨 토마토 치즈 샌드위치,완제품,개,33,0,24,24,0,9,0,2.025,12.3525,27000.0
2022-03-27,일,단호박 에그 샌드위치,완제품,개,25,0,17,17,0,8,0,1.52,4.712,22400.0
2022-03-27,일,크루아상,완제품,개,45,0,32,32,0,13,0,0.78,3.8064,19500.0
2022-03-27,일,뉴욕 치즈 케이크,완제품,개,0,15,12,12,0,0,3,0.0,0.0,0.0
2022-03-27,일,그린티 파우더,원재료,g,0,3700,400,400,0,0,3300,0.0,0.0,0.0
2022-03-27,일,모카/초콜릿 소스,원재료,mL,0,3310,690,690,0,0,2620,0.0,0.0,0.0
2022-03-27,일,에스프레소 원두,원재료,g,0,5906,2808,2808,0,0,3098,0.0,0.0,0.0
2022-03-27,일,우유,원재료,mL,0,25780,20340,20340,0,0,5440,0.0,0.0,0.0
2022-03-27,일,휘핑크림,원재료,g,0,290,230,230,0,0,60,0.0,0.0,0.0
2022-03-28,월,치킨 토마토 치즈 샌드위치,완제품,개,33,0,17,17,0,16,0,3.6,21.96,48000.0
2022-03-28,월,단호박 에그 샌드위치,완제품,개,25,0,13,13,0,12,0,2.28,7.068,33600.0
2022-03-28,월,크루아상,완제품,개,45,0,22,22,0,23,0,1.38,6.7344,34500.0
2022-03-28,월,뉴욕 치즈 케이크,완제품,개,22,3,8,8,0,0,17,0.0,0.0,0.0
2022-03-28,월,그린티 파우더,원재료,g,0,3300,260,260,0,0,3040,0.0,0.0,0.0
2022-03-28,월,모카/초콜릿 소스,원재료,mL,0,2620,540,540,0,0,2080,0.0,0.0,0.0
2022-03-28,월,에스프레소 원두,원재료,g,8900,3098,1926,1926,0,0,10072,0.0,0.0,0.0
2022-03-28,월,우유,원재료,mL,38800,5440,13500,13500,0,0,30740,0.0,0.0,0.0
2022-03-28,월,휘핑크림,원재료,g,500,60,180,180,0,0,380,0.0,0.0,0.0
2022-03-29,화,치킨 토마토 치즈 샌드위치,완제품,개,33,0,15,15,0,18,0,4.05,24.705,54000.0
2022-03-29,화,단호박 에그 샌드위치,완제품,개,25,0,12,12,0,13,0,2.47,7.657,36400.0
2022-03-29,화,크루아상,완제품,개,45,0,23,23,0,22,0,1.32,6.4416,33000.0
2022-03-29,화,뉴욕 치즈 케이크,완제품,개,0,17,8,8,0,0,9,0.0,0.0,0.0
2022-03-29,화,그린티 파우더,원재료,g,0,3040,280,280,0,0,2760,0.0,0.0,0.0
2022-03-29,화,모카/초콜릿 소스,원재료,mL,0,2080,510,510,0,0,1570,0.0,0.0,0.0
2022-03-29,화,에스프레소 원두,원재료,g,0,10072,1854,1854,0,0,8218,0.0,0.0,0.0
2022-03-29,화,우유,원재료,mL,0,30740,13740,13740,0,0,17000,0.0,0.0,0.0
2022-03-29,화,휘핑크림,원재료,g,0,380,170,170,0,0,210,0.0,0.0,0.0
2022-03-30,수,치킨 토마토 치즈 샌드위치,완제품,개,26,0,18,18,0,8,0,1.8,10.98,24000.0
2022-03-30,수,단호박 에그 샌드위치,완제품,개,15,0,15,15,0,0,0,0.0,0.0,0.0
2022-03-30,수,크루아상,완제품,개,32,0,25,25,0,7,0,0.42,2.0496,10500.0
2022-03-30,수,뉴욕 치즈 케이크,완제품,개,11,9,10,10,0,0,10,0.0,0.0,0.0
2022-03-30,수,그린티 파우더,원재료,g,0,2760,300,300,0,0,2460,0.0,0.0,0.0
2022-03-30,수,모카/초콜릿 소스,원재료,mL,0,1570,600,600,0,0,970,0.0,0.0,0.0
2022-03-30,수,에스프레소 원두,원재료,g,0,8218,2214,2214,0,0,6004,0.0,0.0,0.0
2022-03-30,수,우유,원재료,mL,27200,17000,15700,15700,0,0,28500,0.0,0.0,0.0
2022-03-30,수,휘핑크림,원재료,g,300,210,200,200,0,10,300,0.01,0.0612,70.0
2022-03-31,목,치킨 토마토 치즈 샌드위치,완제품,개,33,0,17,17,0,16,0,3.6,21.96,48000.0
2022-03-31,목,단호박 에그 샌드위치,완제품,개,25,0,12,12,0,13,0,2.47,7.657,36400.0
2022-03-31,목,크루아상,완제품,개,45,0,23,23,0,22,0,1.32,6.4416,33000.0
2022-03-31,목,뉴욕 치즈 케이크,완제품,개,0,10,9,9,0,0,1,0.0,0.0,0.0
2022-03-31,목,그린티 파우더,원재료,g,0,2460,280,280,0,0,2180,0.0,0.0,0.0
2022-03-31,목,모카/초콜릿 소스,원재료,mL,4000,970,510,510,0,0,4460,0.0,0.0,0.0
2022-03-31,목,에스프레소 원두,원재료,g,0,6004,1890,1890,0,0,4114,0.0,0.0,0.0
2022-03-31,목,우유,원재료,mL,0,28500,14340,14340,0,0,14160,0.0,0.0,0.0
2022-03-31,목,휘핑크림,원재료,g,0,300,170,170,0,0,130,0.0,0.0,0.0
2022-04-01,금,치킨 토마토 치즈 샌드위치,완제품,개,33,0,12,12,0,21,0,4.725,28.8225,63000.0
2022-04-01,금,단호박 에그 샌드위치,완제품,개,25,0,10,10,0,15,0,2.85,8.835,42000.0
2022-04-01,금,크루아상,완제품,개,45,0,19,19,0,26,0,1.56,7.6128,39000.0
2022-04-01,금,뉴욕 치즈 케이크,완제품,개,24,1,7,7,0,0,18,0.0,0.0,0.0
2022-04-01,금,그린티 파우더,원재료,g,0,2180,220,220,0,0,1960,0.0,0.0,0.0
2022-04-01,금,모카/초콜릿 소스,원재료,mL,0,4460,420,420,0,0,4040,0.0,0.0,0.0
2022-04-01,금,에스프레소 원두,원재료,g,7900,4114,1512,1512,0,0,10502,0.0,0.0,0.0
2022-04-01,금,우유,원재료,mL,30100,14160,11340,11340,0,0,32920,0.0,0.0,0.0
2022-04-01,금,휘핑크림,원재료,g,400,130,140,140,0,0,390,0.0,0.0,0.0
2022-04-02,토,치킨 토마토 치즈 샌드위치,완제품,개,33,0,22,22,0,11,0,2.475,15.0975,33000.0
2022-04-02,토,단호박 에그 샌드위치,완제품,개,25,0,17,17,0,8,0,1.52,4.712,22400.0
2022-04-02,토,크루아상,완제품,개,45,0,29,29,0,16,0,0.96,4.6848,24000.0
2022-04-02,토,뉴욕 치즈 케이크,완제품,개,0,18,12,12,0,0,6,0.0,0.0,0.0
2022-04-02,토,그린티 파우더,원재료,g,0,1960,420,420,0,0,1540,0.0,0.0,0.0
2022-04-02,토,모카/초콜릿 소스,원재료,mL,0,4040,780,780,0,0,3260,0.0,0.0,0.0
2022-04-02,토,에스프레소 원두,원재료,g,0,10502,2808,2808,0,0,7694,0.0,0.0,0.0
2022-04-02,토,우유,원재료,mL,0,32920,20500,20500,0,0,12420,0.0,0.0,0.0
2022-04-02,토,휘핑크림,원재료,g,0,390,260,260,0,0,130,0.0,0.0,0.0
2022-04-03,일,치킨 토마토 치즈 샌드위치,완제품,개,33,0,20,20,0,13,0,2.925,17.8425,39000.0
2022-04-03,일,단호박 에그 샌드위치,완제품,개,25,0,15,15,0,10,0,1.9,5.89,28000.0
2022-04-03,일,크루아상,완제품,개,45,0,28,28,0,17,0,1.02,4.9776,25500.0
2022-04-03,일,뉴욕 치즈 케이크,완제품,개,19,6,11,11,0,0,14,0.0,0.0,0.0
2022-04-03,일,그린티 파우더,원재료,g,0,1540,360,360,0,0,1180,0.0,0.0,0.0
2022-04-03,일,모카/초콜릿 소스,원재료,mL,0,3260,750,750,0,0,2510,0.0,0.0,0.0
2022-04-03,일,에스프레소 원두,원재료,g,0,7694,2574,2574,0,0,5120,0.0,0.0,0.0
2022-04-03,일,우유,원재료,mL,31800,12420,18660,18660,0,0,25560,0.0,0.0,0.0
2022-04-03,일,휘핑크림,원재료,g,400,130,250,250,0,0,280,0.0,0.0,0.0
2022-04-04,월,치킨 토마토 치즈 샌드위치,완제품,개,33,0,15,15,0,18,0,4.05,24.705,54000.0
2022-04-04,월,단호박 에그 샌드위치,완제품,개,25,0,11,11,0,14,0,2.66,8.246,39200.0
2022-04-04,월,크루아상,완제품,개,45,0,23,23,0,22,0,1.32,6.4416,33000.0
2022-04-04,월,뉴욕 치즈 케이크,완제품,개,0,14,8,8,0,0,6,0.0,0.0,0.0
2022-04-04,월,그린티 파우더,원재료,g,0,1180,280,280,0,0,900,0.0,0.0,0.0
2022-04-04,월,모카/초콜릿 소스,원재료,mL,0,2510,510,510,0,0,2000,0.0,0.0,0.0
2022-04-04,월,에스프레소 원두,원재료,g,0,5120,1890,1890,0,0,3230,0.0,0.0,0.0
2022-04-04,월,우유,원재료,mL,0,25560,13540,13540,0,0,12020,0.0,0.0,0.0
2022-04-04,월,휘핑크림,원재료,g,0,280,170,170,0,0,110,0.0,0.0,0.0
2022-04-05,화,치킨 토마토 치즈 샌드위치,완제품,개,33,0,17,17,0,16,0,3.6,21.96,48000.0
2022-04-05,화,단호박 에그 샌드위치,완제품,개,25,0,12,12,0,13,0,2.47,7.657,36400.0
2022-04-05,화,크루아상,완제품,개,45,0,22,22,0,23,0,1.38,6.7344,34500.0
2022-04-05,화,뉴욕 치즈 케이크,완제품,개,19,6,8,8,0,0,17,0.0,0.0,0.0
2022-04-05,화,그린티 파우더,원재료,g,0,900,300,300,0,0,600,0.0,0.0,0.0
2022-04-05,화,모카/초콜릿 소스,원재료,mL,0,2000,570,570,0,0,1430,0.0,0.0,0.0
2022-04-05,화,에스프레소 원두,원재료,g,8800,3230,1998,1998,0,0,10032,0.0,0.0,0.0
2022-04-05,화,우유,원재료,mL,32200,12020,14520,14520,0,0,29700,0.0,0.0,0.0
2022-04-05,화,휘핑크림,원재료,g,400,110,190,190,0,0,320,0.0,0.0,0.0
2022-04-06,수,치킨 토마토 치즈 샌드위치,완제품,개,33,0,16,16,0,17,0,3.825,23.3325,51000.0
2022-04-06,수,단호박 에그 샌드위치,완제품,개,25,0,12,12,0,13,0,2.47,7.657,36400.0
2022-04-06,수,크루아상,완제품,개,45,0,20,20,0,25,0,1.5,7.32,37500.0
2022-04-06,수,뉴욕 치즈 케이크,완제품,개,0,17,8,8,0,0,9,0.0,0.0,0.0
2022-04-06,수,그린티 파우더,원재료,g,0,600,280,280,0,0,320,0.0,0.0,0.0
2022-04-06,수,모카/초콜릿 소스,원재료,mL,0,1430,480,480,0,0,950,0.0,0.0,0.0
2022-04-06,수,에스프레소 원두,원재료,g,0,10032,1800,1800,0,0,8232,0.0,0.0,0.0
2022-04-06,수,우유,원재료,mL,0,29700,13360,13360,0,0,16340,0.0,0.0,0.0
2022-04-06,수,휘핑크림,원재료,g,0,320,160,160,0,0,160,0.0,0.0,0.0
2022-04-07,목,치킨 토마토 치즈 샌드위치,완제품,개,33,0,13,13,0,20,0,4.5,27.45,60000.0
2022-04-07,목,단호박 에그 샌드위치,완제품,개,25,0,9,9,0,16,0,3.04,9.424,44800.0
2022-04-07,목,크루아상,완제품,개,45,0,16,16,0,29,0,1.74,8.4912,43500.0
2022-04-07,목,뉴욕 치즈 케이크,완제품,개,16,9,6,6,0,3,16,0.3,3.84,10500.0
2022-04-07,목,그린티 파우더,원재료,g,4300,320,200,200,0,0,4420,0.0,0.0,0.0
2022-04-07,목,모카/초콜릿 소스,원재료,mL,4100,950,390,390,0,0,4660,0.0,0.0,0.0
2022-04-07,목,에스프레소 원두,원재료,g,0,8232,1458,1458,0,0,6774,0.0,0.0,0.0
2022-04-07,목,우유,원재료,mL,27900,16340,10340,10340,0,0,33900,0.0,0.0,0.0
2022-04-07,목,휘핑크림,원재료,g,400,160,130,130,0,30,400,0.03,0.1836,210.0
2022-04-08,금,치킨 토마토 치즈 샌드위치,완제품,개,33,0,18,18,0,15,0,3.375,20.5875,45000.0
2022-04-08,금,단호박 에그 샌드위치,완제품,개,25,0,13,13,0,12,0,2.28,7.068,33600.0
2022-04-08,금,크루아상,완제품,개,45,0,22,22,0,23,0,1.38,6.7344,34500.0
2022-04-08,금,뉴욕 치즈 케이크,완제품,개,0,16,9,9,0,0,7,0.0,0.0,0.0
2022-04-08,금,그린티 파우더,원재료,g,0,4420,320,320,0,0,4100,0.0,0.0,0.0
2022-04-08,금,모카/초콜릿 소스,원재료,mL,0,4660,600,600,0,0,4060,0.0,0.0,0.0
2022-04-08,금,에스프레소 원두,원재료,g,0,6774,2088,2088,0,0,4686,0.0,0.0,0.0
2022-04-08,금,우유,원재료,mL,0,33900,15520,15520,0,0,18380,0.0,0.0,0.0
2022-04-08,금,휘핑크림,원재료,g,0,400,200,200,0,0,200,0.0,0.0,0.0
2022-04-09,토,치킨 토마토 치즈 샌드위치,완제품,개,33,0,23,23,0,10,0,2.25,13.725,30000.0
2022-04-09,토,단호박 에그 샌드위치,완제품,개,25,0,15,15,0,10,0,1.9,5.89,28000.0
2022-04-09,토,크루아상,완제품,개,45,0,29,29,0,16,0,0.96,4.6848,24000.0
2022-04-09,토,뉴욕 치즈 케이크,완제품,개,18,7,11,11,0,0,14,0.0,0.0,0.0
2022-04-09,토,그린티 파우더,원재료,g,0,4100,400,400,0,0,3700,0.0,0.0,0.0
2022-04-09,토,모카/초콜릿 소스,원재료,mL,0,4060,690,690,0,0,3370,0.0,0.0,0.0
2022-04-09,토,에스프레소 원두,원재료,g,7300,4686,2556,2556,0,0,9430,0.0,0.0,0.0
2022-04-09,토,우유,원재료,mL,25900,18380,18540,18540,0,0,25740,0.0,0.0,0.0
2022-04-09,토,휘핑크림,원재료,g,400,200,230,230,0,0,370,0.0,0.0,0.0
2022-04-10,일,치킨 토마토 치즈 샌드위치,완제품,개,25,0,20,20,0,5,0,1.125,6.8625,15000.0
2022-04-10,일,단호박 에그 샌드위치,완제품,개,20,0,16,16,0,4,0,0.76,2.356,11200.0
2022-04-10,일,크루아상,완제품,개,34,0,28,28,0,6,0,0.36,1.7568,9000.0
2022-04-10,일,뉴욕 치즈 케이크,완제품,개,0,14,9,9,0,0,5,0.0,0.0,0.0
2022-04-10,일,그린티 파우더,원재료,g,0,3700,360,360,0,0,3340,0.0,0.0,0.0
2022-04-10,일,모카/초콜릿 소스,원재료,mL,0,3370,690,690,0,0,2680,0.0,0.0,0.0
2022-04-10,일,에스프레소 원두,원재료,g,0,9430,2394,2394,0,0,7036,0.0,0.0,0.0
2022-04-10,일,우유,원재료,mL,0,25740,17900,17900,0,0,7840,0.0,0.0,0.0
2022-04-10,일,휘핑크림,원재료,g,0,370,230,230,0,0,140,0.0,0.0,0.0
2022-04-11,월,치킨 토마토 치즈 샌드위치,완제품,개,33,0,13,13,0,20,0,4.5,27.45,60000.0
2022-04-11,월,단호박 에그 샌드위치,완제품,개,25,0,10,10,0,15,0,2.85,8.835,42000.0
2022-04-11,월,크루아상,완제품,개,45,0,18,18,0,27,0,1.62,7.9056,40500.0
2022-04-11,월,뉴욕 치즈 케이크,완제품,개,20,5,6,6,0,0,19,0.0,0.0,0.0
2022-04-11,월,그린티 파우더,원재료,g,0,3340,200,200,0,0,3140,0.0,0.0,0.0
2022-04-11,월,모카/초콜릿 소스,원재료,mL,0,2680,420,420,0,0,2260,0.0,0.0,0.0
2022-04-11,월,에스프레소 원두,원재료,g,0,7036,1530,1530,0,0,5506,0.0,0.0,0.0
2022-04-11,월,우유,원재료,mL,36400,7840,10920,10920,0,0,33320,0.0,0.0,0.0
2022-04-11,월,휘핑크림,원재료,g,400,140,140,140,0,0,400,0.0,0.0,0.0
2022-04-12,화,치킨 토마토 치즈 샌드위치,완제품,개,33,0,16,16,0,17,0,3.825,23.3325,51000.0
2022-04-12,화,단호박 에그 샌드위치,완제품,개,25,0,11,11,0,14,0,2.66,8.246,39200.0
2022-04-12,화,크루아상,완제품,개,45,0,21,21,0,24,0,1.44,7.0272,36000.0
2022-04-12,화,뉴욕 치즈 케이크,완제품,개,0,19,7,7,0,0,12,0.0,0.0,0.0
2022-04-12,화,그린티 파우더,원재료,g,0,3140,280,280,0,0,2860,0.0,0.0,0.0
2022-04-12,화,모카/초콜릿 소스,원재료,mL,0,2260,510,510,0,0,1750,0.0,0.0,0.0
2022-04-12,화,에스프레소 원두,원재료,g,0,5506,1872,1872,0,0,3634,0.0,0.0,0.0
2022-04-12,화,우유,원재료,mL,0,33320,13740,13740,0,0,19580,0.0,0.0,0.0
2022-04-12,화,휘핑크림,원재료,g,0,400,170,170,0,0,230,0.0,0.0,0.0
2022-04-13,수,치킨 토마토 치즈 샌드위치,완제품,개,33,0,11,11,0,22,0,4.95,30.195,66000.0
2022-04-13,수,단호박 에그 샌드위치,완제품,개,25,0,9,9,0,16,0,3.04,9.424,44800.0
2022-04-13,수,크루아상,완제품,개,45,0,16,16,0,29,0,1.74,8.4912,43500.0
2022-04-13,수,뉴욕 치즈 케이크,완제품,개,13,12,6,6,0,6,13,0.6,7.68,21000.0
2022-04-13,수,그린티 파우더,원재료,g,0,2860,200,200,0,0,2660,0.0,0.0,0.0
2022-04-13,수,모카/초콜릿 소스,원재료,mL,0,1750,390,390,0,0,1360,0.0,0.0,0.0
2022-04-13,수,에스프레소 원두,원재료,g,8400,3634,1404,1404,0,0,10630,0.0,0.0,0.0
2022-04-13,수,우유,원재료,mL,24700,19580,10340,10340,0,0,33940,0.0,0.0,0.0
2022-04-13,수,휘핑크림,원재료,g,300,230,130,130,0,100,300,0.1,0.612,700.0
2022-04-14,목,치킨 토마토 치즈 샌드위치,완제품,개,33,0,16,16,0,17,0,3.825,23.3325,51000.0
2022-04-14,목,단호박 에그 샌드위치,완제품,개,25,0,13,13,0,12,0,2.28,7.068,33600.0
2022-04-14,목,크루아상,완제품,개,45,0,22,22,0,23,0,1.38,6.7344,34500.0
2022-04-14,목,뉴욕 치즈 케이크,완제품,개,0,13,8,8,0,0,5,0.0,0.0,0.0
2022-04-14,목,그린티 파우더,원재료,g,0,2660,280,280,0,0,2380,0.0,0.0,0.0
2022-04-14,목,모카/초콜릿 소스,원재료,mL,3600,1360,540,540,0,0,4420,0.0,0.0,0.0
2022-04-14,목,에스프레소 원두,원재료,g,0,10630,1962,1962,0,0,8668,0.0,0.0,0.0
2022-04-14,목,우유,원재료,mL,0,33940,14120,14120,0,0,19820,0.0,0.0,0.0
2022-04-14,목,휘핑크림,원재료,g,0,300,180,180,0,0,120,0.0,0.0,0.0
2022-04-15,금,치킨 토마토 치즈 샌드위치,완제품,개,33,0,17,17,0,16,0,3.6,21.96,48000.0
2022-04-15,금,단호박 에그 샌드위치,완제품,개,25,0,13,13,0,12,0,2.28,7.068,33600.0
2022-04-15,금,크루아상,완제품,개,45,0,23,23,0,22,0,1.32,6.4416,33000.0
2022-04-15,금,뉴욕 치즈 케이크,완제품,개,20,5,8,8,0,0,17,0.0,0.0,0.0
2022-04-15,금,그린티 파우더,원재료,g,0,2380,300,300,0,0,2080,0.0,0.0,0.0
2022-04-15,금,모카/초콜릿 소스,원재료,mL,0,4420,600,600,0,0,3820,0.0,0.0,0.0
2022-04-15,금,에스프레소 원두,원재료,g,0,8668,2034,2034,0,0,6634,0.0,0.0,0.0
2022-04-15,금,우유,원재료,mL,24400,19820,15100,15100,0,0,29120,0.0,0.0,0.0
2022-04-15,금,휘핑크림,원재료,g,400,120,200,200,0,0,320,0.0,0.0,0.0
2022-04-16,토,치킨 토마토 치즈 샌드위치,완제품,개,26,0,22,22,0,4,0,0.9,5.49,12000.0
2022-04-16,토,단호박 에그 샌드위치,완제품,개,16,0,16,16,0,0,0,0.0,0.0,0.0
2022-04-16,토,크루아상,완제품,개,28,0,32,28,4,0,0,0.0,0.0,0.0
2022-04-16,토,뉴욕 치즈 케이크,완제품,개,0,17,11,11,0,0,6,0.0,0.0,0.0
2022-04-16,토,그린티 파우더,원재료,g,0,2080,400,400,0,0,1680,0.0,0.0,0.0
2022-04-16,토,모카/초콜릿 소스,원재료,mL,0,3820,810,810,0,0,3010,0.0,0.0,0.0
2022-04-16,토,에스프레소 원두,원재료,g,0,6634,2808,2808,0,0,3826,0.0,0.0,0.0
2022-04-16,토,우유,원재료,mL,0,29120,20460,20460,0,0,8660,0.0,0.0,0.0
2022-04-16,토,휘핑크림,원재료,g,0,320,270,270,0,0,50,0.0,0.0,0.0
2022-04-17,일,치킨 토마토 치즈 샌드위치,완제품,개,33,0,23,23,0,10,0,2.25,13.725,30000.0
2022-04-17,일,단호박 에그 샌드위치,완제품,개,25,0,17,17,0,8,0,1.52,4.712,22400.0
2022-04-17,일,크루아상,완제품,개,45,0,34,34,0,11,0,0.66,3.2208,16500.0
2022-04-17,일,뉴욕 치즈 케이크,완제품,개,19,6,12,12,0,0,13,0.0,0.0,0.0
2022-04-17,일,그린티 파우더,원재료,g,0,1680,420,420,0,0,1260,0.0,0.0,0.0
2022-04-17,일,모카/초콜릿 소스,원재료,mL,0,3010,810,810,0,0,2200,0.0,0.0,0.0
2022-04-17,일,에스프레소 원두,원재료,g,8200,3826,2826,2826,0,0,9200,0.0,0.0,0.0
2022-04-17,일,우유,원재료,mL,35600,8660,21480,21480,0,0,22780,0.0,0.0,0.0
2022-04-17,일,휘핑크림,원재료,g,500,50,270,270,0,0,280,0.0,0.0,0.0
2022-04-18,월,치킨 토마토 치즈 샌드위치,완제품,개,33,0,16,16,0,17,0,3.825,23.3325,51000.0
2022-04-18,월,단호박 에그 샌드위치,완제품,개,25,0,12,12,0,13,0,2.47,7.657,36400.0
2022-04-18,월,크루아상,완제품,개,45,0,22,22,0,23,0,1.38,6.7344,34500.0
2022-04-18,월,뉴욕 치즈 케이크,완제품,개,0,13,8,8,0,0,5,0.0,0.0,0.0
2022-04-18,월,그린티 파우더,원재료,g,0,1260,260,260,0,0,1000,0.0,0.0,0.0
2022-04-18,월,모카/초콜릿 소스,원재료,mL,0,2200,510,510,0,0,1690,0.0,0.0,0.0
2022-04-18,월,에스프레소 원두,원재료,g,0,9200,1818,1818,0,0,7382,0.0,0.0,0.0
2022-04-18,월,우유,원재료,mL,0,22780,13320,13320,0,0,9460,0.0,0.0,0.0
2022-04-18,월,휘핑크림,원재료,g,0,280,170,170,0,0,110,0.0,0.0,0.0
2022-04-19,화,치킨 토마토 치즈 샌드위치,완제품,개,33,0,17,17,0,16,0,3.6,21.96,48000.0
2022-04-19,화,단호박 에그 샌드위치,완제품,개,25,0,12,12,0,13,0,2.47,7.657,36400.0
2022-04-19,화,크루아상,완제품,개,45,0,22,22,0,23,0,1.38,6.7344,34500.0
2022-04-19,화,뉴욕 치즈 케이크,완제품,개,20,5,9,9,0,0,16,0.0,0.0,0.0
2022-04-19,화,그린티 파우더,원재료,g,0,1000,300,300,0,0,700,0.0,0.0,0.0
